date time,message id,agency,message
01-08-2024 14_59_33,7011310,10,MONT INFO: QRV WILL BE BACK IN STATION AND ONLINE FROM 1700 TODAY. GEC.
01-08-2024 14_59_32,7011309,10,MONT INFO: QRV WILL BE BACK IN STATION AND ONLINE FROM 1700 TODAY. GEC.
01-08-2024 14_59_32,7011308,20,"MFS: *CFSRES INC0065 01/08/24 14:59 RESPOND CHANGE OF QUARTERS, ALARM LEVEL: 1, : @MFS - 25 GRAND JUNCTION RD PORT ADELAIDE,MAP:ADL 92 A11,TG C155 T185, :WDV249 :"
01-08-2024 14_59_02,7011307,30,EW127 PR: 5 - HAWTHORNDENE 155 D 6 D00980 Disp: 14:58 Sick Perso
01-08-2024 14_58_48,7011306,20,"MFS: *CFSRES INC0064 01/08/24 14:58 RESPOND VEHICLE ACCIDENT, ALARM LEVEL: 1, HEASLIP RD/PELLEW RD PENFIELD,MAP:ADL 50 H7,TG C162 T182, ==FROM SAPOL, 2 CAR MVA TBONE, LIMITED DETAILS :SAL321 :"
01-08-2024 14_58_46,7011305,20,"MFS: *CFSRES INC0064 01/08/24 14:58 RESPOND VEHICLE ACCIDENT, ALARM LEVEL: 1, HEASLIP RD/PELLEW RD PENFIELD,MAP:ADL 50 H7,TG C162 T182, :SAL321 :"
01-08-2024 14_55_19,7011302,30,GG82 PR: 3 - : H715 FIRST ENFIELD 94 H 11 D00977 Disp: 14:55 Unconsciou
01-08-2024 14_54_49,7011301,30,H702 PR: 2 - OAKLANDS PARK 141 C 16 D00975 Disp: 14:53 Chest Pain
01-08-2024 14_53_27,7011300,30,N82 PR: 2 - OAKLANDS PARK 141 C 16 D00974 Disp: 14:53 Chest Pain
01-08-2024 14_52_16,7011299,10,NORT INFO: 34p OFFLINE FOR A FURTHER 24 HOURS AT THIS STAGE- AWAITING PARTS FOR FOAM SYSTEM REPAIR. GEC.
01-08-2024 14_52_16,7011298,10,NORT INFO: 34p OFFLINE FOR A FURTHER 24 HOURS AT THIS STAGE- AWAITING PARTS FOR FOAM SYSTEM REPAIR. GEC.
01-08-2024 14_50_32,7011296,30,OAK230 PR: 2 - NORTHGATE 95 A 9 D00971 Disp: 14:50 Breathing
01-08-2024 14_49_27,7011295,30,SEA63 PR: 2 - : @ESTIA HEALTH - KENSINGTON GARDENS KENSINGTON GARDENS 119 P 8 D00970 Disp: 14:49 Unconsciou
01-08-2024 14_47_44,7011292,30,V126 PR: 8 - : @SOUTH COAST DISTRICT HOSPITAL VICTOR HARBOR 313 K 1 D00969 Disp: 14:47 TRANSFER
01-08-2024 14_46_44,7011290,30,MG76 PR: 2 - MOUNT GAMBIER MGB 4 B 7 D00967 Disp: 14:46 Breathing
01-08-2024 14_46_41,7011288,20,"MFS: *CFSRES INC0063 01/08/24 14:46 RESPOND RUBBISH OR WASTE, ALARM LEVEL: 1, : LIPSON CAFE 119 LIPSON ST PORT ADELAIDE,MAP:ADL 92 A7,TG C155 T185, == BIN ALIGHT NEXT TO HIGH VOLTAGE TRANSFORMER :AIRDESK4 PAD257 :"
01-08-2024 14_46_39,7011287,20,"MFS: *CFSRES INC0063 01/08/24 14:46 RESPOND RUBBISH OR WASTE, ALARM LEVEL: 1, : LIPSON CAFE 119 LIPSON ST PORT ADELAIDE,MAP:ADL 92 A7,TG C155 T185, :AIRDESK4 PAD257 :"
01-08-2024 14_46_27,7011286,30,BV81 PR: 2 - : @ANGASTON MEDICAL CENTRE - FIFE ST ANGASTON SAG 1 D 13 D00966 Disp: 14:46 Traumatic
01-08-2024 14_46_19,7011285,30,MG71 PR: 2 - MOUNT GAMBIER MGB 1 L 13 D00965 Disp: 14:46 Haemorrhag
01-08-2024 14_45_21,7011284,30,ETC FOR P2 PLEASE?
01-08-2024 14_45_20,7011283,30,PA62 PR: 2 - : @ADELAIDE MEDICAL SOLUTIONS - WOODVILLE SOUTH WOODVILLE SOUTH 104 M 8 D00964 Disp: 14:45 Breathing
01-08-2024 14_44_38,7011282,30,E72 PR: 2 - EVANSTON 23 H 15 D00963 Disp: 14:44 Allergies
01-08-2024 14_44_12,7011281,30,OAK920 PR: 2 - : @MUNNO PARA SHOPPING CENTRE SMITHFIELD 52 F 1 D00935 Disp: 14:25 Unconsciou
01-08-2024 14_44_10,7011280,30,LB1 PR: 2 - EVANSTON 23 H 15 D00961 Disp: 14:44 Allergies
01-08-2024 14_42_55,7011277,30,OAK230 PR: 2 - : @MOHO MODBURY 96 H 2 D00958 Disp: 14:42 HEALTH CAR
01-08-2024 14_42_53,7011276,30,PFD122 PR: 2 - : @SAINTS ROAD SHOPPING CENTRE SALISBURY PLAIN 71 P 4 D00957 Disp: 14:42 OTHER EMER
01-08-2024 14_39_23,7011271,30,C82 PR: 2 - ENFIELD 94 F 14 D00952 Disp: 14:39 Stroke (CV
01-08-2024 14_34_06,7011269,30,GR72 PR: 3 - : @ACH HEALTHIA - ELIZABETH SOUTH ELIZABETH SOUTH 61 M 12 D00945 Disp: 14:33 Falls
01-08-2024 14_31_55,7011268,30,LW1 PR: 2 - PENNINGTON 92 K 16 D00944 Disp: 14:22 Unconsciou
01-08-2024 14_29_46,7011266,30,PG71 PR: 3 - : @PGAF: FNH EX MOOMBA ETA 1445 CONF PORT AUGUSTA WEST D00943 Disp: 14:29 TRANSFER
01-08-2024 14_29_25,7011265,30,OAK122 PR: 2 - : @EAST PARA SCHOOL PARA HILLS 83 P 10 D00942 Disp: 14:29 Falls
01-08-2024 14_27_59,7011262,30,AS122 PR: 2 - : @ST MARTINS AGED CARE - CUDMORE TCE MARLESTON 129 F 4 D00940 Disp: 14:27 Breathing
01-08-2024 14_27_23,7011261,30,F40 PR: 2 - FINDON 116 M 2 D00938 Disp: 14:27 Assault /
01-08-2024 14_26_40,7011260,30,GR72 PR: 3 - : CB 1640 SMITHFIELD PLAINS 42 C 10 RISK OF VIOLENCE D00936 Disp: 14:26 Psychiatri
01-08-2024 14_24_57,7011259,30,OAK122 PR: 3 - : @ACH HEALTHIA - ELIZABETH SOUTH ELIZABETH SOUTH 61 M 12 D00934 Disp: 14:24 Falls
01-08-2024 14_24_17,7011258,30,ETC P2
01-08-2024 14_23_32,7011257,30,N132 PR: 2 - MORPHETT VALE 186 J 1 D00933 Disp: 14:23 Breathing
01-08-2024 14_22_51,7011256,30,P1028 PR: 2 - PENNINGTON 92 K 16 D00931 Disp: 14:22 Unconsciou
01-08-2024 14_22_40,7011255,30,V126 PR: 8 - : @JONES AND PARTNERS - VICTOR HARBOR VICTOR HARBOR 310 A 12 D00929 Disp: 14:21 OPD
01-08-2024 14_21_55,7011254,30,C82 PR: 3 - : H715 FIRST ENFIELD 94 H 11 D00928 Disp: 14:21 Unconsciou
01-08-2024 14_21_30,7011253,30,MU71 PR: 2 - MURRAY BRIDGE 350 D 6 D00927 Disp: 14:21 Unconsciou
01-08-2024 14_20_14,7011249,30,GO81 PR: 2 - GOOLWA 307 N 1 D00925 Disp: 14:20 Chest Pain
01-08-2024 14_18_41,7011248,30,P62 Crew Welfare Check URGMSG
01-08-2024 14_16_14,7011245,30,S81 PR: 2 - : VICTORIA RD SIDE OF ROUNDABOUT MOUNT BARKER 172 Q 13 D00922 Disp: 14:16 Traffic /
01-08-2024 14_14_43,7011244,30,H702 PR: 2 - STURT 153 E 8 D00921 Disp: 14:10 Unknown Pr
01-08-2024 14_12_17,7011241,30,N89 PR: 8 - : @FMC: ED SOUTH BEDFORD PARK 153 L 6 D00863 Disp: 13:43 Discharge
01-08-2024 14_11_17,7011239,30,PFD142 PR: 3 - : P3# ELIZABETH DOWNS 52 F 9 D00917 Disp: 14:11 Unconsciou
01-08-2024 14_07_39,7011236,20,"MFS: *CFSRES INC0059 01/08/24 14:07 RESPOND VEHICLE FIRE, ALARM LEVEL: 1, NORTH EAST RD/MCINTYRE RD MODBURY,MAP:ADL 96 E2,TG C160 T190, == VAN ON FIRE :OAK301 OAK303 :"
01-08-2024 14_07_39,7011235,20,"MFS: *CFSRES INC0059 01/08/24 14:07 RESPOND VEHICLE FIRE, ALARM LEVEL: 1, NORTH EAST RD/MCINTYRE RD MODBURY,MAP:ADL 96 E2,TG C160 T190, == VAN ON FIRE :OAK301 OAK303 :"
01-08-2024 14_07_37,7011234,20,"MFS: *CFSRES INC0059 01/08/24 14:07 RESPOND VEHICLE FIRE, ALARM LEVEL: 1, NORTH EAST RD/MCINTYRE RD MODBURY,MAP:ADL 96 E2,TG C160 T190, :OAK301 OAK303 :"
01-08-2024 14_07_34,7011233,30,GG122 PR: 3 - SEATON 104 F 14 D00913 Disp: 14:07 Chest Pain
01-08-2024 14_07_28,7011231,30,Can you call me on 0427 066 728? HN
01-08-2024 14_04_25,7011226,30,PM81 PR: 2 - RACECOURSE BAY D00907 Disp: 14:03 Breathing
01-08-2024 14_03_51,7011223,30,LG1 PR: 2 - RACECOURSE BAY D00905 Disp: 14:03 Breathing
01-08-2024 14_03_30,7011222,30,"It may be a poor signal, can you call again from outside? HN"
01-08-2024 14_03_24,7011221,30,PFD920 PR: 2 - MARDEN 107 B 13 D00903 Disp: 14:03 Psychiatri
01-08-2024 14_02_09,7011217,30,PFD625 Crew Welfare Check URGMSG
01-08-2024 14_01_34,7011215,30,C142 PR: 2 - ROSTREVOR 108 E 11 D00900 Disp: 14:01 OTHER EMER
01-08-2024 14_00_06,7011214,30,PP81 PR: 8 - : @PORT PIRIE HOSPITAL PORT PIRIE PPI 1 K 8 D00896 Disp: 14:00 OPD
01-08-2024 13_58_39,7011211,30,OR81 PR: 8 - : @ORHL ORROROO SOR 1 A 9 D00894 Disp: 13:58 OPD
01-08-2024 13_58_10,7011210,30,W81 PR: 3 - CAREY GULLY 134 E 11 D00893 Disp: 13:58 Falls
01-08-2024 13_57_40,7011209,30,C122 PR: 2 - NORTH ADELAIDE 1 P 7 D00892 Disp: 13:57 Chest Pain
01-08-2024 13_57_10,7011207,30,KA70 PR: 5 - WALLAROO SWL 2 L 13 D00891 Disp: 13:57 Sick Perso
01-08-2024 13_56_46,7011206,30,EW98 PR: 8 - : @FMC: ED: 1300 > 1400 BEDFORD PARK 153 L 6 D00861 Disp: 13:43 Palliative
01-08-2024 13_54_45,7011204,30,RP63 PR: 2 - MODBURY 96 K 3 D00888 Disp: 13:35 Unconsciou
01-08-2024 13_53_54,7011203,20,"MFS: *CFSRES INC0058 01/08/24 13:53 RESPOND PRIVATE ALARM, ALARM LEVEL: 1, :RESTHAVEN 1-2/1 OCEAN RD HAYBOROUGH ,MAP:ADL 310 L5,TG C195 T185, == ==SMK ZONE 26 FUNCTION ROOM :VHB711 VHB719 :"
01-08-2024 13_53_25,7011202,30,PL81 PR: 5 - : @PORT LINCOLN HOSPITAL: FVA ETA 1440 CONF PORT LINCOLN PLO 2 M 4 D00887 Disp: 13:53 TRANSFER
01-08-2024 13_51_40,7011201,30,GX77 PR: 5 - CLEARVIEW 94 K 14 D00885 Disp: 13:51 Falls
01-08-2024 13_51_14,7011200,30,AL72 PR: 2 - : @RAILWAY STATION - NOARLUNGA NOARLUNGA CENTRE 185 P 11 D00884 Disp: 13:51 Unconsciou
01-08-2024 13_51_13,7011199,10,"MFS: *CFSRES INC0057 01/08/24 13:51 RESPOND VEHICLE FUEL LEAK, ALARM LEVEL: 1, : JUST SOUTH OF ANGLE VALE RD ON PORT WAKEFIELD HWY VIRGINIA,MAP:ADL 38 M2,TG 102, ==POSSIBLE DIESEL LEAK FROM TRUCK, SOUTHBOUND LANE :VIRG34P_R :"
01-08-2024 13_51_11,7011198,10,"MFS: *CFSRES INC0057 01/08/24 13:51 RESPOND VEHICLE FUEL LEAK, ALARM LEVEL: 1, : JUST SOUTH OF ANGLE VALE RD ON PORT WAKEFIELD HWY VIRGINIA,MAP:ADL 38 M2,TG 102, ==POSSIBLE DIESEL LEAK FROM TRUCK, SOUTHBOUND LANE :VIRG34P_R :"
01-08-2024 13_50_59,7011197,30,RP62 PR: 2 - : @ELIZABETH EAST PRIMARY SCHOOL ELIZABETH EAST 62 B 1 D00883 Disp: 13:50 Falls
01-08-2024 13_50_38,7011196,30,MB81 PR: 2 - : @SHELL - HAHNDORF HAHNDORF 159 J 7 D00880 Disp: 13:50 Stroke (CV
01-08-2024 13_48_50,7011192,30,CA81 PR: 8 - : @HELPING HAND - CLARE (CARINYA) CLARE SCL 1 J 11 D00878 Disp: 13:48 OPD
01-08-2024 13_48_38,7011191,30,G71 PR: 3 - : @ELDERCARE - EVANSTON:ELDERCARE EVANSTON EVANSTON PARK 33 K 3 D00877 Disp: 13:48 Sick Perso
01-08-2024 13_47_29,7011190,30,PAR838 PR: 2 - : @PEMBROKE SCHOOL - GIRTON CAMPUS (JUNIOR AND SENIOR SCHOOL): @PEMBROKE SCHOOL - GIRTON CAMPUS (JUNIOR ANDSENIOR SCHOOL): HI70 KENSINGTON PARK 119 L 9 D00875 Disp: 13:47 Allergies
01-08-2024 13_46_53,7011189,30,SEA63 PR: 2 - ADELAIDE 4 C 6 D00873 Disp: 13:46 Chest Pain
01-08-2024 13_46_19,7011187,30,PAR838 PR: 2 - : @NEWTON VILLAGE SHOPPING CENTRE NEWTON 108 J 9 D00871 Disp: 13:46 OTHER EMER
01-08-2024 13_45_26,7011186,30,PAR838 PR: 2 - ADELAIDE 4 C 6 D00870 Disp: 13:45 Chest Pain
01-08-2024 13_45_25,7011185,30,AS72 PR: 2 - : @CHRISTIAN BROTHERS SENIOR SCH ADELAIDE 4 H 9 D00869 Disp: 13:45 Falls
01-08-2024 13_45_10,7011184,20,"MFS: *CFSRES INC0056 01/08/24 13:44 RESPOND TRAINING/TEST ONLY, ALARM LEVEL: 1, : @MFS - 22 79 DARLEY RD PARADISE,MAP:ADL 107 P1,TG C152 T182, ==TEST ONLY DO NOT RESPOND :PDS229 :"
01-08-2024 13_45_09,7011183,20,"MFS: *CFSRES INC0056 01/08/24 13:44 RESPOND TRAINING/TEST ONLY, ALARM LEVEL: 1, : @MFS - 22 79 DARLEY RD PARADISE,MAP:ADL 107 P1,TG C152 T182, :PDS229 :"
01-08-2024 13_44_15,7011181,30,PFD920 PR: 1 - ST MORRIS 119 K 3 D00864 Disp: 13:43 OTHER EMER
01-08-2024 13_43_40,7011180,30,H711 PR: 1 - ST MORRIS 119 K 3 D00862 Disp: 13:43 OTHER EMER
01-08-2024 13_43_40,7011179,30,H711 PR: 1 - ST MORRIS 119 K 3 D00862 Disp: 13:43 OTHER EMER
01-08-2024 13_43_32,7011178,30,EW79 PR: 8 - : @THE QUEEN ELIZABETH HOSPITAL WOODVILLE SOUTH 104 M 9 D00860 Disp: 13:43 OPD
01-08-2024 13_41_29,7011177,30,OAK76 PR: 5 - : @ESTIA HEALTH - CRAIGMORE CRAIGMORE 52 M 6 D00858 Disp: 13:41 Sick Perso
01-08-2024 13_41_15,7011176,30,BV81 PR: 3 - TANUNDA STN 1 G 12 D00856 Disp: 13:41 Sick Perso
01-08-2024 13_40_51,7011173,30,WK71 PR: 8 - : @BEHL BERRI SBI 1 F 7 D00853 Disp: 13:40 OPD
01-08-2024 13_40_50,7011172,30,WK71 PR: 8 - : @BEHL BERRI SBI 1 F 7 D00853 Disp: 13:40 OPD
01-08-2024 13_38_30,7011171,30,PAR62 PR: 2 - PAYNEHAM 107 H 15 D00852 Disp: 13:38 Back Pain
01-08-2024 13_37_32,7011170,30,F67 PR: 5 - : EC7 1ST MITCHELL PARK 141 K 15 D00850 Disp: 13:37 Falls
01-08-2024 13_36_11,7011168,30,PA820 Crew Welfare Check URGMSG
01-08-2024 13_35_45,7011167,30,PAR62 PR: 2 - MANSFIELD PARK 93 C 13 D00849 Disp: 13:35 Convulsion
01-08-2024 13_35_34,7011166,30,H705 PR: 2 - MODBURY 96 K 3 D00848 Disp: 13:35 Unconsciou
01-08-2024 13_35_32,7011165,30,ETC FOR P2 PLEASE? THANKS
01-08-2024 13_35_15,7011164,30,ST81 PR: 2 - STRATHALBYN 252 H 1 D00847 Disp: 13:35 Stroke (CV
01-08-2024 13_35_00,7011162,30,CANCEL THANKS
01-08-2024 13_32_57,7011159,30,JA60 PR: 3 - JAMESTOWN SJT 1 L 8 D00843 Disp: 13:32 OTHER EMER
01-08-2024 13_31_16,7011157,30,F88 PR: 8 - : @FMC: TRANSIT LOUNGE: 1200 > 1330 BEDFORD PARK 153 L 6 D00799 Disp: 13:10 Discharge
01-08-2024 13_31_04,7011156,30,OH63 PR: 2 - : @RIDLEYTON GREEK HOMES FOR AGED RIDLEYTON 105 L 13 D00840 Disp: 13:30 Choking
01-08-2024 13_30_23,7011155,30,N62 PR: 2 - HACKHAM WEST 186 K 10 D00838 Disp: 13:30 Chest Pain
01-08-2024 13_28_14,7011152,30,EW127 PR: 7 - : @FMC: MS107 NURSE ROAD LEG > RFDS PTF: FVF DRIVER PICK UP FROM BASE BEDFORD PARK 153 L 6 D00724 Disp: 12:30 TRANSFER
01-08-2024 13_25_51,7011150,30,P62 PR: 2 - NEWTON 108 C 6 D00828 Disp: 13:25 Unconsciou
01-08-2024 13_25_00,7011147,30,RN81 PR: 2 - LYRUP D00826 Disp: 13:24 Headache
01-08-2024 13_24_47,7011146,30,CHANGE YOUR CRIB TO EW THANKS
01-08-2024 13_24_25,7011145,30,P62 PR: 3 - : @BROMPTON PRIMARY SCHOOL RENOWN PARK 105 P 13 D00825 Disp: 13:24 Psychiatri
01-08-2024 13_21_45,7011142,30,RN81 PR: 8 - : @BAHL BARMERA SBM 1 J 7 D00821 Disp: 13:21 TRANSFER
01-08-2024 13_21_19,7011141,30,GX89 PR: 8 - : @LMH: 2C: 1200 > 1330 ELIZABETH VALE 61 N 11 D00802 Disp: 13:11 TRANSFER
01-08-2024 13_19_40,7011139,30,LX81 PR: 8 - : @LXHL LOXTON SLX 1 F 7 D00818 Disp: 13:19 OPD
01-08-2024 13_17_55,7011138,30,"CAN YOU CALL REGION ADMIN PLEASE - THANKS, AARON"
01-08-2024 13_17_06,7011137,30,WY71 PR: 2 - WHYALLA STUART WYA 2 H 6 D00817 Disp: 13:16 Breathing
01-08-2024 13_16_44,7011136,30,WV62 PR: 2 - ENFIELD 106 G 2 D00816 Disp: 13:16 Chest Pain
01-08-2024 13_13_42,7011134,30,PAR72 PR: 2 - : @U CITY (UNITING COMMUNITIES) ADELAIDE 3 P 9 D00811 Disp: 13:13 Pregnancy
01-08-2024 13_13_27,7011133,30,V76 PR: 4 - : @DISTINCTIVE GARDENS LIFESTYLE VILLAGE - VICTOR HARBOR VICTOR HARBOR 309 Q 9 D00810 Disp: 13:13 Sick Perso
01-08-2024 13_11_44,7011131,30,F79 PR: 8 - : @RAH : ED WEST ADELAIDE 3 G 1 D00790 Disp: 13:05 Discharge
01-08-2024 13_11_34,7011130,30,WV62 PR: 2 - : H714 FIRST GOLDEN GROVE 72 L 15 D00805 Disp: 13:11 Chest Pain
01-08-2024 13_11_23,7011129,30,GG82 PR: 3 - SEATON 104 F 14 D00803 Disp: 13:11 Chest Pain
01-08-2024 13_11_14,7011128,30,PAR72 PR: 3 - : @BROMPTON PRIMARY SCHOOL RENOWN PARK 105 P 13 D00801 Disp: 13:11 Psychiatri
01-08-2024 13_11_12,7011127,30,OAK920 PR: 2 - : @MUNNO PARA SHOPPING CENTRE SMITHFIELD 52 F 1 D00800 Disp: 13:11 Unconsciou
01-08-2024 13_09_38,7011125,30,N725 PR: 2 - : @HOLLY AGED CARE - ALLITY (HACKHAM) HACKHAM 186 M 14 D00797 Disp: 13:09 Breathing
01-08-2024 13_08_57,7011124,30,OAK920 PR: 2 - : H714 FIRST GOLDEN GROVE 72 L 15 D00796 Disp: 13:08 Chest Pain
01-08-2024 13_08_47,7011123,10,"MFS: ADDITIONAL INFO FOR INC54 - CALL FROM SCENE, HORSE HAS FREED ITSELF - ATTEND AT OWN DISCRETION"
01-08-2024 13_08_46,7011122,10,"MFS: ADDITIONAL INFO FOR INC54 - CALL FROM SCENE, HORSE HAS FREED ITSELF - ATTEND AT OWN DISCRETION"
01-08-2024 13_08_02,7011121,10,WDSD: *CFSRES: MORE CREW REQUIRED RESPOND WOODSIDE STATION 01-08-24 13:07
01-08-2024 13_07_36,7011120,30,P72 PR: 2 - PARALOWIE 70 D 3 D00795 Disp: 13:07 Unconsciou
01-08-2024 13_07_25,7011119,30,F112 PR: 2 - NORTH ADELAIDE 1 L 7 D00794 Disp: 13:05 Convulsion
01-08-2024 13_07_15,7011118,30,PFD625 PR: 2 - SALISBURY EAST 72 A 6 D00793 Disp: 13:07 Chest Pain
01-08-2024 13_06_00,7011117,30,F112 PR: 2 - PARALOWIE 70 D 3 D00791 Disp: 13:05 Unconsciou
01-08-2024 13_05_23,7011116,30,P72 PR: 2 - NORTH ADELAIDE 1 L 7 D00788 Disp: 13:05 Convulsion
01-08-2024 13_04_29,7011114,30,F112 PR: 3 - SEATON 104 F 14 D00786 Disp: 13:04 Chest Pain
01-08-2024 13_04_27,7011113,30,V126 PR: 5 - : @SOUTH COAST DISTRICT HOSPITAL VICTOR HARBOR 313 K 1 D00785 Disp: 13:04 HEALTH CAR
01-08-2024 13_02_46,7011112,30,N132 PR: 2 - : @COVE SPORTS & COMMUNITY CLUB HALLETT COVE 176 D 3 D00784 Disp: 13:02 Diabetic P
01-08-2024 13_02_00,7011111,30,EW77 PR: 5 - SEAFORD MEADOWS 195 K 10 D00782 Disp: 13:01 Psychiatri
01-08-2024 13_00_59,7011110,40,"MFS: *CFSRES INC:S0001 01/08/24 13:00 RESPOND RESCUE ANIMAL P2 NAIRNE RD/TOLMER RD WOODSIDE MAP:ADL 137 C5 ,==HORSE FALLEN THROUGH FLOOR OF HORSE FLOAT AND STUCK :MTB20_09 RDOS_PALM4 WDSD24P :"
01-08-2024 13_00_48,7011108,10,"ANIMAL, ALARM LEVEL: 1, NAIRNE RD/TOLMER RD WOODSIDE,MAP:ADL 137 C5,TG 140, ==HORSE FALLEN THROUGH FLOOR OF HORSE FLOAT AND STUCK :WDSD24P :"
01-08-2024 12_58_46,7011106,30,H705 PR: 2 - SALISBURY EAST 72 A 6 D00775 Disp: 12:58 Unknown Pr
01-08-2024 12_57_08,7011103,30,ND1135 PR: 2 - HECTORVILLE 107 P 13 D00773 Disp: 12:56 Heart Prob
01-08-2024 12_56_18,7011102,30,N67 Crew Welfare Check URGMSG
01-08-2024 12_56_17,7011101,30,HI708 PR: 2 - MAWSON LAKES 82 L 4 D00771 Disp: 12:37 Stroke (CV
01-08-2024 12_55_25,7011100,30,E88 PR: 8 - : @LMH: 2B > 1200 > 1330 ELIZABETH VALE 61 N 11 D00755 Disp: 12:49 Discharge
01-08-2024 12_55_01,7011098,30,GG838 PR: 3 - ASCOT PARK 141 G 8 D00767 Disp: 12:54 Sick Perso
01-08-2024 12_55_01,7011097,30,WELFARE CHECK
01-08-2024 12_54_53,7011096,30,GG63 PR: 3 - SEATON 104 F 14 D00766 Disp: 12:54 Chest Pain
01-08-2024 12_54_21,7011095,30,H701 PR: 2 - : GX127 1ST PARADISE 108 H 1 D00765 Disp: 12:54 Falls
01-08-2024 12_53_46,7011094,30,MG71 PR: 4 - : @WOODLANDS GROVE RETIREMENT ESTATE MOUNT GAMBIER MGB 1 N 3 D00763 Disp: 12:53 Sick Perso
01-08-2024 12_52_55,7011093,30,ND1135 PR: 3 - : @BROMPTON PRIMARY SCHOOL RENOWN PARK 105 P 13 D00762 Disp: 12:52 Psychiatri
01-08-2024 12_51_44,7011090,30,LG1 PR: 2 - : @CENTRO - MOUNT GAMBIER MOUNT GAMBIER MGB 3 L 2 D00760 Disp: 12:27 Diabetic P
01-08-2024 12_51_17,7011089,30,BE71 PR: 8 - : @BAHL BARMERA SBM 1 J 7 D00759 Disp: 12:51 TRANSFER
01-08-2024 12_51_12,7011088,30,GG66 PR: 3 - : H702 SEAVIEW DOWNS 152 Q 12 D00758 Disp: 12:51 Unknown Pr
01-08-2024 12_50_49,7011086,20,"MFS: *CFSRES INC0052 01/08/24 12:50 RESPOND FIRE ALARM, ALARM LEVEL: 1, : @KWP #012/022 6 SOLOMON ST ADELAIDE,MAP:ADL 118 E10,TG C156 T186, ==INPUT #1 FIP MAIN ENTRY :ADL201 ADL203 :"
01-08-2024 12_50_48,7011085,20,"MFS: *CFSRES INC0052 01/08/24 12:50 RESPOND FIRE ALARM, ALARM LEVEL: 1, : @KWP #012/022 6 SOLOMON ST ADELAIDE,MAP:ADL 118 E10,TG C156 T186, ==INPUT #1 FIP MAIN ENTRY :ADL201 ADL203 :"
01-08-2024 12_49_49,7011084,30,GG66 PR: 8 - : @FMC: ED BEDFORD PARK 153 L 6 D00757 Disp: 12:49 Palliative
01-08-2024 12_49_29,7011082,30,AR81 PR: 8 - : @MIHL MAITLAND SMT 1 J 6 D00651 Disp: 11:45 ADMISSION
01-08-2024 12_49_00,7011081,30,MV62 PR: 2 - CHRISTIES BEACH 185 F 10 D00754 Disp: 12:48 OTHER EMER
01-08-2024 12_48_45,7011080,30,H714 PR: 2 - GOLDEN GROVE 72 L 15 D00753 Disp: 12:48 Chest Pain
01-08-2024 12_48_08,7011078,30,WL76 PR: 3 - NEW TOWN SKD 1 K 2 D00751 Disp: 12:48 Falls
01-08-2024 12_47_17,7011076,30,ETC P2? TA
01-08-2024 12_45_02,7011073,30,ETC P2? THANKS
01-08-2024 12_44_31,7011072,30,OAK63 PR: 2 - : @TAFE - ELIZABETH ELIZABETH 51 Q 12 D00748 Disp: 12:44 Unconsciou
01-08-2024 12_44_01,7011071,30,EW78 PR: 8 - : @FMC: ED NORTH: > 1300 BEDFORD PARK 153 L 6 D00712 Disp: 12:24 Discharge
01-08-2024 12_41_04,7011070,30,AL72 PR: 2 - CHRISTIES BEACH 185 F 10 D00743 Disp: 12:40 OTHER EMER
01-08-2024 12_41_02,7011069,30,EW79 PR: 8 - : @HAMPS NORTHFIELD 94 M 14 D00742 Disp: 12:40 OPD
01-08-2024 12_39_09,7011066,30,S81 PR: 2 - BALHANNAH 147 K 3 D00740 Disp: 12:39 Stroke (CV
01-08-2024 12_39_09,7011064,50,MS35: Destination SCBU 3. Thanks.
01-08-2024 12_35_45,7011063,30,E62 PR: 2 - PARAFIELD GARDENS 70 E 13 D00737 Disp: 11:28 OTHER EMER
01-08-2024 12_35_23,7011062,30,FROM PARKSIDE
01-08-2024 12_35_16,7011061,30,EW67 PR: 7 - : @QEH: FVF ETD 1400 WOODVILLE SOUTH 104 M 9 D00735 Disp: 12:35 TRANSFER
01-08-2024 12_34_43,7011059,30,ETC P2? TA
01-08-2024 12_34_43,7011058,30,H711 PR: 3 - : @NETLEY GROVE RETIREMENT VILLAGE NETLEY 129 D 6 D00733 Disp: 12:10 Falls
01-08-2024 12_34_40,7011057,30,H711 PR: 3 - : @NETLEY GROVE RETIREMENT VILLAGE NETLEY 129 D 6 D00733 Disp: 12:10 Falls
01-08-2024 12_34_38,7011056,30,PP84 PR: 2 - RISDON PARK SOUTH PPI 3 G 8 D00732 Disp: 12:34 Headache
01-08-2024 12_33_44,7011054,30,CD81 PR: 7 - : @CDAF: FVA ETA 1250 CONF CEDUNA D00729 Disp: 12:33 TRANSFER
01-08-2024 12_33_44,7011053,30,MU81 PR: 4 - MURRAY BRIDGE 350 A 7 D00728 Disp: 12:33 OTHER EMER
01-08-2024 12_32_53,7011052,30,DO YOU HAVE A SAFETY BLANKET?
01-08-2024 12_31_26,7011051,30,GX48 PR: 8 - : @BARUNGA BY THE SEA - PORT BROUGHTON: GX48 POST CRIB PORT BROUGHTON SPB 1 E 14 D00676 Disp: 12:07 TRANSFER
01-08-2024 12_31_26,7011050,30,GX48 PR: 8 - : @BARUNGA BY THE SEA - PORT BROUGHTON: GX48 POST CRIB PORT BROUGHTON SPB 1 E 14 D00676 Disp: 12:07 TRANSFER
